Oc1c(F)cc(-c2cnn3cccnc23)cc1F; [None]; [None]; [0]
c1ccc(COc2cnn3cccnc23)cc1; [None]; [None]; [0]
Fc1ccc(Oc2cnn3cccnc23)c(F)c1; ['Brc1cnn2cccnc12']; ['Oc1ccc(F)cc1F']; [0.999923]
O=c1[nH][nH]c2cc(-c3cnn4cccnc34)ccc12; [None]; [None]; [0]
Fc1cccc(Cl)c1CNc1cnn2cccnc12; [None]; [None]; [0]
Fc1ccc(Cc2cnn3cccnc23)cc1; [None]; [None]; [0]
Fc1ccccc1Oc1cnn2cccnc12; ['Brc1cnn2cccnc12']; ['Oc1ccccc1F']; [0.998490691]
O[C@H]1C[C@@H](c2cn[nH]c2)C1; [None]; [None]; [0]
CNC(=O)c1ccccc1-c1cn[nH]c1; ['CNC(=O)c1ccccc1Br']; ['OB(O)c1cn[nH]c1']; [0.999836922]
CCOc1ccccc1-c1cn[nH]c1; ['CCOc1ccccc1B(O)O', 'Brc1cn[nH]c1']; ['Ic1cn[nH]c1', 'CCOc1ccccc1B(O)O']; [0.999952316, 0.999952316]
Fc1cc(F)cc(Cc2cn[nH]c2)c1; [None]; [None]; [0]
c1cc(-c2cn[nH]c2)n[nH]1; [None]; [None]; [0]
FC(F)(F)c1cccc(-c2cn[nH]c2)c1; []; []; []
c1ccc2c(-c3cn[nH]c3)ccnc2c1; [None]; [None]; [0]
Clc1ccccc1-c1cn[nH]c1; ['Brc1cn[nH]c1']; ['OB(O)c1ccccc1Cl']; [0.99930346]
Fc1ccccc1-c1cn[nH]c1; [None]; [None]; [0]
c1cncc(-c2cn[nH]c2)c1; ['Brc1cn[nH]c1']; ['OB(O)c1cccnc1']; [0.999641418]
FC(F)(F)Oc1ccccc1-c1cn[nH]c1; ['FC(F)(F)Oc1ccccc1Br', 'Brc1cn[nH]c1']; ['OB(O)c1cn[nH]c1', 'OB(O)c1ccccc1OC(F)(F)F']; [0.999930859, 0.999930859]
Brc1ccccc1-c1cn[nH]c1; [None]; [None]; [0]
N#Cc1ccccc1-c1cn[nH]c1; ['Ic1cn[nH]c1', 'Brc1cn[nH]c1', 'Brc1cn[nH]c1']; ['N#Cc1ccccc1B(O)O', 'CC1(C)COB(c2ccccc2C#N)OC1', 'N#Cc1ccccc1B(O)O']; [0.998010933, 0.998010933, 0.998010933]
Fc1cccc(F)c1-c1cn[nH]c1; [None]; [None]; [0]
NC(=O)c1ccccc1-c1cn[nH]c1; [None]; [None]; [0]
c1ccc(Cn2cc(-c3cn[nH]c3)cn2)cc1; ['Brc1cnn(Cc2ccccc2)c1', 'Brc1cn[nH]c1']; ['CC1(C)OB(c2cn[nH]c2)OC1(C)C', 'CC1(C)OB(c2cnn(Cc3ccccc3)c2)OC1(C)C']; [0.999939322, 0.999939322]
c1cc(-c2cn[nH]c2)ncn1; []; []; []
N[C@H](c1cn[nH]c1)c1ccco1; [None]; [None]; [0]
c1ccc(-c2ncc(-c3cn[nH]c3)[nH]2)cc1; [None]; [None]; [0]
OCCn1cc(-c2cn[nH]c2)cn1; ['CC1(C)OB(c2cn[nH]c2)OC1(C)C', 'Brc1cn[nH]c1']; ['OCCn1cc(Br)cn1', 'CC1(C)OB(c2cnn(CCO)c2)OC1(C)C']; [0.999502301, 0.999502301]
O=C(Nc1cccc(-c2cn[nH]c2)c1)c1ccccc1; [None]; [None]; [0]
c1cc2c(cc1-c1cn[nH]c1)CCC2; [None]; [None]; [0]
c1ccn2c(-c3cn[nH]c3)cnc2c1; ['Brc1cnc2ccccn12', 'Clc1cnc2ccccn12']; ['OB(O)c1cn[nH]c1', 'OB(O)c1cn[nH]c1']; [0.99998045, 0.99998045]
c1ncc(-c2cn[nH]c2)o1; [None]; [None]; [0]
Cc1ccc(-c2cn[nH]c2)c(Br)c1; [None]; [None]; [0]
c1cnn2c(-c3cn[nH]c3)cnc2c1; ['Brc1cnc2cccnn12', 'Brc1cn[nH]c1']; ['OB(O)c1cn[nH]c1', 'c1cnn2ccnc2c1']; [0.999999046, 0.999999046]
Cc1nc(N)sc1-c1cn[nH]c1; [None]; [None]; [0]
Cc1nc(C)c(-c2cn[nH]c2)s1; ['CC1(C)OB(c2cn[nH]c2)OC1(C)C', 'Brc1cn[nH]c1', 'Cc1csc(C)n1']; ['Cc1nc(C)c(Br)s1', 'Cc1csc(C)n1', 'Ic1cn[nH]c1']; [0.999986887, 0.999986887, 0.999986887]
CC(C)(C)Nc1cn[nH]c1; ['Brc1cn[nH]c1']; ['CC(C)(C)N']; [0.887636602]
c1n[nH]cc1OC1CCCCC1; [None]; [None]; [0]
c1cncc(CNc2cn[nH]c2)c1; ['Brc1cn[nH]c1', 'Ic1cn[nH]c1']; ['NCc1cccnc1', 'NCc1cccnc1']; [0.956308842, 0.956308842]
Clc1cccc(Cl)c1-c1cn[nH]c1; ['Ic1cn[nH]c1']; ['OB(O)c1c(Cl)cccc1Cl']; [0.996931195]
Clc1cccc(-c2cn[nH]c2)c1Cl; ['Brc1cn[nH]c1']; ['OB(O)c1cccc(Cl)c1Cl']; [0.999120057]
COc1cccc(-c2cn[nH]c2)c1; []; []; []
Cc1ccc(Cl)c(-c2cn[nH]c2)c1; ['Brc1cn[nH]c1']; ['Cc1ccc(Cl)c(B(O)O)c1']; [0.999381185]
Nc1nccc(-c2cn[nH]c2)n1; ['CC1(C)OB(c2cn[nH]c2)OC1(C)C']; ['Nc1nccc(Cl)n1']; [0.999998569]
Clc1ccc(-c2cn[nH]c2)s1; ['Clc1ccc(Br)s1']; ['OB(O)c1cn[nH]c1']; [0.99993062]
Cc1ncc(-c2cn[nH]c2)[nH]1; ['Cc1ncc(Br)[nH]1']; ['OB(O)c1cn[nH]c1']; [0.986528158]
c1cncc(Nc2cn[nH]c2)c1; ['Brc1cn[nH]c1']; ['Nc1cccnc1']; [0.994064391]
c1ccc2c(c1)ncn2-c1cn[nH]c1; ['Brc1cn[nH]c1']; ['c1ccc2[nH]cnc2c1']; [0.968874693]
c1ccc2cc(-c3cn[nH]c3)ccc2c1; ['Brc1cn[nH]c1', 'Brc1ccc2ccccc2c1']; ['OB(O)c1ccc2ccccc2c1', 'OB(O)c1cn[nH]c1']; [0.999976039, 0.999976039]
CC(C)COc1cn[nH]c1; [None]; [None]; [0]
c1ccc2c(-c3cn[nH]c3)cncc2c1; ['Brc1cncc2ccccc12', 'Brc1cncc2ccccc12', 'Brc1cn[nH]c1', 'Brc1cn[nH]c1']; ['CC1(C)OB(c2cn[nH]c2)OC1(C)C', 'OB(O)c1cn[nH]c1', 'CC1(C)OB(c2cncc3ccccc23)OC1(C)C', 'OB(O)c1cncc2ccccc12']; [0.999996662, 0.999996662, 0.999996662, 0.999996662]
C[C@@H](O)[C@@H](C)Oc1cn[nH]c1; [None]; [None]; [0]
C[C@H](CO)Nc1cn[nH]c1; [None]; [None]; [0]
Cn1cncc1-c1cn[nH]c1; ['Cn1cncc1Br']; ['OB(O)c1cn[nH]c1']; [0.999885321]
OCc1cccc(-c2cn[nH]c2)c1; ['OB(O)c1cn[nH]c1', 'Brc1cn[nH]c1']; ['OCc1cccc(Br)c1', 'OCc1cccc(B(O)O)c1']; [0.999298573, 0.999298573]
O=C(Nc1cn[nH]c1)c1cccs1; ['Nc1cn[nH]c1']; ['O=C(Cl)c1cccs1']; [0.999637961]
Oc1cccc(-c2cn[nH]c2)c1; ['OB(O)c1cn[nH]c1', 'Brc1cn[nH]c1']; ['Oc1cccc(Br)c1', 'OB(O)c1cccc(O)c1']; [0.999651551, 0.999651551]
c1csc(-c2cn[nH]c2)c1; ['Brc1cn[nH]c1']; ['OB(O)c1cccs1']; [0.999936223]
CC(C)Nc1cn[nH]c1; ['Brc1cn[nH]c1']; ['CC(C)N']; [0.977683]
c1cc(Nc2cn[nH]c2)ccn1; ['Brc1cn[nH]c1']; ['Nc1ccncc1']; [0.990158498]
Cn1cc(-c2cn[nH]c2)cn1; ['CC1(C)OB(c2cn[nH]c2)OC1(C)C', 'Brc1cn[nH]c1']; ['Cn1cc(Br)cn1', 'Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1']; [0.999849319, 0.999849319]
c1coc(-c2cn[nH]c2)c1; [None]; [None]; [0]
Fc1ccc(-c2cn[nH]c2)c(C(F)(F)F)c1; ['Ic1cn[nH]c1']; ['OB(O)c1ccc(F)cc1C(F)(F)F']; [0.99997139]
N#CCCc1cccc(-c2cn[nH]c2)c1; ['Brc1cccc(-c2cn[nH]c2)c1']; ['C=CC#N']; [0.94998318]
CCC(=O)Nc1ccc(-c2cn[nH]c2)cc1; [None]; [None]; [0]
CCC(=O)Nc1cn[nH]c1; ['CCC(=O)O']; ['Nc1cn[nH]c1']; [0.988011599]
COc1ccc(-c2cn[nH]c2)cc1Cl; ['Brc1cn[nH]c1']; ['COc1ccc(B(O)O)cc1Cl']; [0.999975085]
CCCn1cc(-c2cn[nH]c2)cn1; ['CC1(C)OB(c2cn[nH]c2)OC1(C)C', 'Brc1cn[nH]c1']; ['CCCn1cc(Br)cn1', 'CCCn1cc(B2OC(C)(C)C(C)(C)O2)cn1']; [0.999991536, 0.999991536]
c1n[nH]cc1-c1cnoc1; [None]; [None]; [0]
CC(C)(N)c1ccc(-c2cn[nH]c2)cc1; ['CC(C)(N)c1ccc(Br)cc1']; ['OB(O)c1cn[nH]c1']; [0.999390483]
CC(=O)Nc1cccc(-c2cn[nH]c2)c1; [None]; [None]; [0]
CCOC(=O)Cc1cn[nH]c1; [None]; [None]; [0]
Cc1cc(-c2cn[nH]c2)no1; [None]; [None]; [0]
CCN(CC)c1cn[nH]c1; [None]; [None]; [0]
O=C1CCc2cccc(-c3cn[nH]c3)c21; ['O=C1CCc2cccc(Br)c21']; ['OB(O)c1cn[nH]c1']; [0.999388814]
O=c1[nH]ccc2oc(-c3cn[nH]c3)cc12; [None]; [None]; [0]
C[S@](=O)c1ccc(-c2cn[nH]c2)cc1; ['CS(=O)c1ccc(Br)cc1', 'Brc1cn[nH]c1']; ['OB(O)c1cn[nH]c1', 'CS(=O)c1ccc(B(O)O)cc1']; [0.999729455, 0.999729455]
COc1ccncc1Nc1cn[nH]c1; ['COc1ccncc1Cl', 'COc1ccncc1I', 'COc1ccncc1N', 'COc1ccncc1N']; ['Nc1cn[nH]c1', 'Nc1cn[nH]c1', 'Clc1cn[nH]c1', 'Ic1cn[nH]c1']; [0.999987602, 0.999987602, 0.999987602, 0.999987602]
c1ccc2ncc(Nc3cn[nH]c3)cc2c1; ['Brc1cn[nH]c1', 'Brc1cnc2ccccc2c1']; ['Nc1cnc2ccccc2c1', 'Nc1cn[nH]c1']; [0.997819066, 0.997819066]
c1ccc2c(-c3cn[nH]c3)c[nH]c2c1; [None]; [None]; [0]
OC[C@H](Cc1ccccc1)c1cn[nH]c1; [None]; [None]; [0]
N#CCC(=O)N1CCC[C@@H](c2cn[nH]c2)C1; [None]; [None]; [0]
c1cc2c(-c3cn[nH]c3)c[nH]c2cn1; [None]; [None]; [0]
N#CC[C@@H]1CC[C@@H](c2cn[nH]c2)CC1; [None]; [None]; [0]
N#C[C@H]1CCOC[C@@H]1c1cn[nH]c1; [None]; [None]; [0]
CNS(=O)(=O)c1ccc(-c2cn[nH]c2)cc1; ['CNS(=O)(=O)c1ccc(Br)cc1']; ['OB(O)c1cn[nH]c1']; [0.999491096]
N#C[C@@H]1CC[C@@H](c2cn[nH]c2)CC1; [None]; [None]; [0]
CC(C)(C)NS(=O)(=O)c1ccc(-c2cn[nH]c2)cc1; ['Brc1cn[nH]c1', 'CC(C)(C)NS(=O)(=O)c1ccc(Br)cc1']; ['CC(C)(C)NS(=O)(=O)c1ccc(B(O)O)cc1', 'OB(O)c1cn[nH]c1']; [0.999645948, 0.999645948]
c1ccc2c(c1)cnn2-c1cn[nH]c1; [None]; [None]; [0]
CS(=O)(=O)c1ccc(-c2cn[nH]c2)cc1; [None]; [None]; [0]
NC(=O)c1c(F)cccc1-c1cn[nH]c1; [None]; [None]; [0]
Oc1ccc2nc(-c3cn[nH]c3)[nH]c2c1; [None]; [None]; [0]
Oc1cccc2c1cnn2-c1cn[nH]c1; [None]; [None]; [0]
Oc1ncccc1-c1cn[nH]c1; ['OB(O)c1cn[nH]c1']; ['Oc1ncccc1Br']; [0.999744]
c1cc(Cc2cn[nH]c2)ccn1; [None]; [None]; [0]
O=C(c1ccccc1)c1ccc(-c2cn[nH]c2)cc1; ['Brc1cn[nH]c1', 'O=C(c1ccccc1)c1ccc(Br)cc1']; ['O=C(c1ccccc1)c1ccc(B(O)O)cc1', 'OB(O)c1cn[nH]c1']; [0.999875546, 0.999875546]
COc1ccc(-c2cn[nH]c2)c(OC)c1; ['COc1ccc(Br)c(OC)c1', 'Brc1cn[nH]c1']; ['OB(O)c1cn[nH]c1', 'COc1ccc(B(O)O)c(OC)c1']; [0.999884844, 0.999884844]
c1cn(-c2cn[nH]c2)cn1; ['Brc1cn[nH]c1']; ['c1c[nH]cn1']; [0.991369069]
Nc1ncc(-c2cn[nH]c2)s1; ['CC1(C)OB(c2cn[nH]c2)OC1(C)C', 'Brc1cn[nH]c1']; ['Nc1ncc(Br)s1', 'Nc1nccs1']; [0.999950886, 0.999950886]
c1n[nH]cc1OC1CCOCC1; [None]; [None]; [0]
Nc1nnc(-c2cn[nH]c2)s1; ['NNC(N)=S']; ['O=C(O)c1cn[nH]c1']; [0.999998093]
Cc1cncc(-c2cn[nH]c2)n1; ['CC1(C)OB(c2cn[nH]c2)OC1(C)C', 'Cc1cncc(Br)n1', 'Cc1cncc(Cl)n1']; ['Cc1cncc(Br)n1', 'OB(O)c1cn[nH]c1', 'OB(O)c1cn[nH]c1']; [0.999993563, 0.999993563, 0.999993563]
c1ccc2sc(-c3cn[nH]c3)nc2c1; ['Brc1nc2ccccc2s1']; ['OB(O)c1cn[nH]c1']; [0.999715745]
COc1cccc(F)c1-c1cn[nH]c1; ['Brc1cn[nH]c1']; ['COc1cccc(F)c1B(O)O']; [0.999637842]
Nc1nc(-c2cn[nH]c2)nc2ccccc12; ['Brc1cn[nH]c1']; ['Nc1ncnc2ccccc12']; [0.939402521]
c1cc(-c2cn[nH]c2)c2sccc2c1; [None]; [None]; [0]
COc1ccc(C#N)cc1-c1cn[nH]c1; ['COc1ccc(C#N)cc1Br']; ['OB(O)c1cn[nH]c1']; [0.999982119]
CC(C)(C)CNc1cn[nH]c1; ['CC(C)(C)CN']; ['Ic1cn[nH]c1']; [0.96832788]
c1cnc2c(-c3cn[nH]c3)c[nH]c2c1; [None]; [None]; [0]
c1cncc(Cc2cn[nH]c2)c1; [None]; [None]; [0]
C[C@@]1(O)CC[C@H](c2cn[nH]c2)CC1; [None]; [None]; [0]
CC(C)(C)Oc1cn[nH]c1; [None]; [None]; [0]
Cc1cc(C)cc(-c2cn[nH]c2)c1; [None]; [None]; [0]
CNC(=O)c1ccccc1-c1cnc(N)c(O)c1; [None]; [None]; [0]
c1ccc2[nH]c(C3CCN(c4cn[nH]c4)CC3)nc2c1; [None]; [None]; [0]
COc1ccc(OC)c(-c2cn[nH]c2)c1; ['Brc1cn[nH]c1']; ['COc1ccc(OC)c(B(O)O)c1']; [0.999686718]
CCOc1ccccc1-c1cnc(N)c(O)c1; ['CCOc1ccccc1B1OC(C)(C)C(C)(C)O1', 'CCOc1ccccc1B(O)O']; ['Nc1ncc(Br)cc1O', 'Nc1ncc(Br)cc1O']; [0.999928117, 0.999928117]
Nc1ncc(-c2ccnc3ccccc23)cc1O; ['Nc1ncc(Br)cc1O']; ['OB(O)c1ccnc2ccccc12']; [0.917023897]
C1=C(c2c[nH]c3ccccc23)CCN(c2cn[nH]c2)C1; [None]; [None]; [0]
Nc1ncc(-c2cc[nH]n2)cc1O; [None]; [None]; [0]
Nc1ncc(-c2cccnc2)cc1O; ['CC1(C)OB(c2cccnc2)OC1(C)C']; ['Nc1ncc(Br)cc1O']; [0.999500155]
Nc1ncc(-c2ccccc2F)cc1O; ['Nc1ncc(Br)cc1O']; ['OB(O)c1ccccc1F']; [0.991716444]
Nc1ncc([C@@H]2C[C@H](O)C2)cc1O; [None]; [None]; [0]
Nc1ncc(-c2ccccc2Br)cc1O; ['Nc1ncc(Br)cc1O']; ['OB(O)c1ccccc1Br']; [0.901563525]
N#Cc1ccccc1-c1cnc(N)c(O)c1; ['CC1(C)OB(c2ccccc2C#N)OC1(C)C', 'N#Cc1ccccc1B(O)O']; ['Nc1ncc(Br)cc1O', 'Nc1ncc(Br)cc1O']; [0.999952435, 0.999952435]
Nc1ncc(-c2cccc(C(F)(F)F)c2)cc1O; ['Nc1ncc(Br)cc1O']; ['OB(O)c1cccc(C(F)(F)F)c1']; [0.996652544]
Nc1ncc(-c2ccccc2Cl)cc1O; ['Nc1ncc(Br)cc1O']; ['OB(O)c1ccccc1Cl']; [0.998096168]
Nc1ncc(-c2ccccc2OC(F)(F)F)cc1O; ['Nc1ncc(Br)cc1O']; ['OB(O)c1ccccc1OC(F)(F)F']; [0.998596489]
Nc1ncc(-c2cnn(Cc3ccccc3)c2)cc1O; [None]; [None]; [0]
Nc1ncc(-c2c(F)cccc2F)cc1O; ['Nc1ncc(Br)cc1O']; ['OB(O)c1c(F)cccc1F']; [0.998315215]
Nc1ncc(-c2ccncn2)cc1O; [None]; [None]; [0]
Nc1ncc(-c2cnn(CCO)c2)cc1O; ['CC1(C)OB(c2cnn(CCO)c2)OC1(C)C']; ['Nc1ncc(Br)cc1O']; [0.995161712]
NC(=O)c1ccccc1-c1cnc(N)c(O)c1; [None]; [None]; [0]
Nc1ncc(-c2ccc3c(c2)CCC3)cc1O; [None]; [None]; [0]
Nc1ncc(-c2cnc(-c3ccccc3)[nH]2)cc1O; [None]; [None]; [0]
Cc1ccc(-c2cnc(N)c(O)c2)c(Br)c1; [None]; [None]; [0]
Nc1ncc(-c2cccc(NC(=O)c3ccccc3)c2)cc1O; [None]; [None]; [0]
Nc1ncc(-c2cnc3ccccn23)cc1O; [None]; [None]; [0]
Cc1nc(C)c(-c2cnc(N)c(O)c2)s1; [None]; [None]; [0]
Nc1ncc(-c2cnco2)cc1O; [None]; [None]; [0]
Nc1ncc(-c2cnc3cccnn23)cc1O; [None]; [None]; [0]
Nc1ncc(-c2c(Cl)cccc2Cl)cc1O; ['Nc1ncc(Br)cc1O']; ['OB(O)c1c(Cl)cccc1Cl']; [0.997792482]
Nc1ncc(-c2cccc(Cl)c2Cl)cc1O; ['Nc1ncc(Br)cc1O']; ['OB(O)c1cccc(Cl)c1Cl']; [0.995364547]
Cc1nc(N)sc1-c1cnc(N)c(O)c1; [None]; [None]; [0]
Cc1ncc(-c2cnc(N)c(O)c2)[nH]1; [None]; [None]; [0]
Cc1ccc(Cl)c(-c2cnc(N)c(O)c2)c1; ['Cc1ccc(Cl)c(B(O)O)c1']; ['Nc1ncc(Br)cc1O']; [0.997135162]
Nc1ncc(-c2ccc3ccccc3c2)cc1O; ['Nc1ncc(Br)cc1O']; ['OB(O)c1ccc2ccccc2c1']; [0.998829782]
COc1cccc(-c2cnc(N)c(O)c2)c1; ['COc1cccc(B2OC(C)(C)C(C)(C)O2)c1', 'COc1cccc(B(O)O)c1']; ['Nc1ncc(Br)cc1O', 'Nc1ncc(Br)cc1O']; [0.999896288, 0.999896288]
Nc1ncc(-c2cncc3ccccc23)cc1O; ['CC1(C)OB(c2cncc3ccccc23)OC1(C)C', 'Nc1ncc(Br)cc1O']; ['Nc1ncc(Br)cc1O', 'OB(O)c1cncc2ccccc12']; [0.999417067, 0.999417067]
Nc1nccc(-c2cnc(N)c(O)c2)n1; [None]; [None]; [0]
Nc1ncc(-c2cccc(O)c2)cc1O; [None]; [None]; [0]
Nc1ncc(-c2ccc(Cl)s2)cc1O; [None]; [None]; [0]
Nc1ncc(-c2cccc(CO)c2)cc1O; ['Nc1ncc(Br)cc1O']; ['OCc1cccc(B(O)O)c1']; [0.931005895]
Cn1cncc1-c1cnc(N)c(O)c1; [None]; [None]; [0]
Nc1ncc(-c2cccs2)cc1O; [None]; [None]; [0]
Cn1cc(-c2cnc(N)c(O)c2)cn1; ['Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1']; ['Nc1ncc(Br)cc1O']; [0.99970156]
Nc1ncc(-c2ccco2)cc1O; ['Nc1ncc(Br)cc1O']; ['OB(O)c1ccco1']; [0.993607044]
CC[C@H](CO)c1cnc(N)c(O)c1; [None]; [None]; [0]
N#CCCc1cccc(-c2cnc(N)c(O)c2)c1; [None]; [None]; [0]
CC(=O)Nc1cccc(-c2cnc(N)c(O)c2)c1; ['CC(=O)Nc1cccc(B(O)O)c1']; ['Nc1ncc(Br)cc1O']; [0.997545421]
Nc1ncc(CC[C@@H](O)CO)cc1O; [None]; [None]; [0]
Nc1ncc(-c2ccc(F)cc2C(F)(F)F)cc1O; ['Nc1ncc(Br)cc1O']; ['OB(O)c1ccc(F)cc1C(F)(F)F']; [0.998948038]
CCC(=O)Nc1ccc(-c2cnc(N)c(O)c2)cc1; [None]; [None]; [0]
Nc1ncc(-c2cnoc2)cc1O; [None]; [None]; [0]
Cc1cc(-c2cnc(N)c(O)c2)no1; [None]; [None]; [0]
COc1ccc(-c2cnc(N)c(O)c2)cc1Cl; ['COc1ccc(B(O)O)cc1Cl']; ['Nc1ncc(Br)cc1O']; [0.999201834]
CCCn1cc(-c2cnc(N)c(O)c2)cn1; ['CCCn1cc(B2OC(C)(C)C(C)(C)O2)cn1']; ['Nc1ncc(Br)cc1O']; [0.998004615]
Nc1ncc(-c2cccc3c2C(=O)CC3)cc1O; [None]; [None]; [0]
CC(C)(N)c1ccc(-c2cnc(N)c(O)c2)cc1; [None]; [None]; [0]
C[S@](=O)c1ccc(-c2cnc(N)c(O)c2)cc1; ['CS(=O)c1ccc(B(O)O)cc1']; ['Nc1ncc(Br)cc1O']; [0.991656542]
Nc1ncc(-c2cc3c(=O)[nH]ccc3o2)cc1O; [None]; [None]; [0]
Nc1ncc(-c2c[nH]c3ccccc23)cc1O; [None]; [None]; [0]
Nc1ncc(-c2c[nH]c3cnccc23)cc1O; [None]; [None]; [0]
N#CCC(=O)N1CCC[C@@H](c2cnc(N)c(O)c2)C1; [None]; [None]; [0]
N#C[C@@H]1CC[C@@H](c2cnc(N)c(O)c2)CC1; [None]; [None]; [0]
N#CC[C@@H]1CC[C@@H](c2cnc(N)c(O)c2)CC1; [None]; [None]; [0]
CC(C)(C)NS(=O)(=O)c1ccc(-c2cnc(N)c(O)c2)cc1; [None]; [None]; [0]
N#C[C@H]1CCOC[C@@H]1c1cnc(N)c(O)c1; [None]; [None]; [0]
CS(=O)(=O)c1ccc(-c2cnc(N)c(O)c2)cc1; ['CS(=O)(=O)c1ccc(B(O)O)cc1']; ['Nc1ncc(Br)cc1O']; [0.999329209]
NC(=O)c1c(F)cccc1-c1cnc(N)c(O)c1; [None]; [None]; [0]
CNS(=O)(=O)c1ccc(-c2cnc(N)c(O)c2)cc1; [None]; [None]; [0]
COc1ccc(-c2cnc(N)c(O)c2)c(OC)c1; ['COc1ccc(B(O)O)c(OC)c1']; ['Nc1ncc(Br)cc1O']; [0.998618603]
Nc1ncc(-c2nc3ccc(O)cc3[nH]2)cc1O; [None]; [None]; [0]
Nc1ncc(-c2cccnc2O)cc1O; [None]; [None]; [0]
Nc1ncc(-c2ccc(C(=O)c3ccccc3)cc2)cc1O; ['Nc1ncc(Br)cc1O']; ['O=C(c1ccccc1)c1ccc(B(O)O)cc1']; [0.999845505]
Nc1ncc(-c2cnc(N)c(O)c2)s1; [None]; [None]; [0]
Nc1nnc(-c2cnc(N)c(O)c2)s1; [None]; [None]; [0]
COc1cccc(F)c1-c1cnc(N)c(O)c1; ['COc1cccc(F)c1B(O)O']; ['Nc1ncc(Br)cc1O']; [0.999816716]
Cc1cncc(-c2cnc(N)c(O)c2)n1; [None]; [None]; [0]
Nc1ncc(-c2nc3ccccc3s2)cc1O; [None]; [None]; [0]
Nc1ncc(-c2c[nH]c3cccnc23)cc1O; [None]; [None]; [0]
COc1ccc(OC)c(-c2cnc(N)c(O)c2)c1; ['COc1ccc(OC)c(B(O)O)c1']; ['Nc1ncc(Br)cc1O']; [0.988492489]
Nc1ncc(-c2cccc3ccsc23)cc1O; [None]; [None]; [0]
COc1ccc(C#N)cc1-c1cnc(N)c(O)c1; [None]; [None]; [0]
Cc1cc(C)cc(-c2cnc(N)c(O)c2)c1; ['Cc1cc(C)cc(B2OC(C)(C)C(C)(C)O2)c1', 'Cc1cc(C)cc(B(O)O)c1']; ['Nc1ncc(Br)cc1O', 'Nc1ncc(Br)cc1O']; [0.999962926, 0.999962926]
C[C@@]1(O)CC[C@H](c2cnc(N)c(O)c2)CC1; [None]; [None]; [0]
N#Cc1ccc(-c2cnc(N)c(O)c2)cc1; ['N#Cc1ccc(B(O)O)cc1']; ['Nc1ncc(Br)cc1O']; [0.999410391]
COc1ncccc1-c1cnc(N)c(O)c1; ['COc1ncccc1B1OC(C)(C)C(C)(C)O1', 'COc1ncccc1B(O)O']; ['Nc1ncc(Br)cc1O', 'Nc1ncc(Br)cc1O']; [0.999791682, 0.999791682]
Nc1ncc(N2CCC(c3nc4ccccc4[nH]3)CC2)cc1O; [None]; [None]; [0]
Cc1n[nH]cc1-c1cnc(N)c(O)c1; ['Cc1n[nH]cc1B1OC(C)(C)C(C)(C)O1']; ['Nc1ncc(Br)cc1O']; [0.999920368]
CCOc1ccc(-c2cnc(N)c(O)c2)cc1; [None]; [None]; [0]
CS(=O)(=O)c1cccc(-c2cnc(N)c(O)c2)c1; ['CC1(C)OB(c2cccc(S(C)(=O)=O)c2)OC1(C)C', 'CS(=O)(=O)c1cccc(B(O)O)c1']; ['Nc1ncc(Br)cc1O', 'Nc1ncc(Br)cc1O']; [0.999989748, 0.999989748]
COc1cc(-c2cnc(N)c(O)c2)cc(OC)c1OC; ['COc1cc(B(O)O)cc(OC)c1OC']; ['Nc1ncc(Br)cc1O']; [0.943601072]
Cc1nn(C)cc1-c1cnc(N)c(O)c1; ['Cc1nn(C)cc1B1OC(C)(C)C(C)(C)O1']; ['Nc1ncc(Br)cc1O']; [0.999641061]
Cn1nncc1-c1cnc(N)c(O)c1; [None]; [None]; [0]
Nc1ncc(-c2nc3ccccc3[nH]2)cc1O; [None]; [None]; [0]
Cc1cc(Nc2cnc(N)c(O)c2)sn1; [None]; [None]; [0]
COc1ccc(-c2cnc(N)c(O)c2)cc1; ['COc1ccc(B(O)O)cc1']; ['Nc1ncc(Br)cc1O']; [0.99893409]
Nc1ncc(-c2ccc(C(=O)Nc3ccccc3)cc2)cc1O; ['CC1(C)OB(c2ccc(C(=O)Nc3ccccc3)cc2)OC1(C)C']; ['Nc1ncc(Br)cc1O']; [0.999972224]
NC(=O)c1ccc(-c2cnc(N)c(O)c2)cc1; ['CC1(C)OB(c2ccc(C(N)=O)cc2)OC1(C)C', 'NC(=O)c1ccc(B(O)O)cc1']; ['Nc1ncc(Br)cc1O', 'Nc1ncc(Br)cc1O']; [0.999978662, 0.999978662]
Nc1ncc(Nc2ncccn2)cc1O; [None]; [None]; [0]
Nc1ncc(NC(=O)C2CC2)cc1O; [None]; [None]; [0]
Nc1ncc(Cc2nccc3ccccc23)cc1O; [None]; [None]; [0]
Nc1ncc(-c2cccc(F)c2)cc1O; ['Nc1ncc(Br)cc1O']; ['OB(O)c1cccc(F)c1']; [0.991345167]
Nc1ncc(-c2ccc(Cl)cc2)cc1O; ['Nc1ncc(Br)cc1O']; ['OB(O)c1ccc(Cl)cc1']; [0.996601582]
Nc1ncc(-c2cccc(C3CCNCC3)c2)cc1O; [None]; [None]; [0]
Nc1ncc(-c2ccc(OCCO)cc2)cc1O; [None]; [None]; [0]
Nc1ncc(Nc2ccncn2)cc1O; [None]; [None]; [0]
